Title,Authors,Publish Date,Topic,Abstract,Citation
"A Prescriptive Learning Analytics Framework: Beyond Predictive Modelling
  and onto Explainable AI with Prescriptive Analytics and ChatGPT",Teo Susnjak,2022-08-31T00:57:17Z,Explainable AI,"  A significant body of recent research in the field of Learning Analytics has
focused on leveraging machine learning approaches for predicting at-risk
students in order to initiate timely interventions and thereby elevate
retention and completion rates. The overarching feature of the majority of
these research studies has been on the science of prediction only. The
component of predictive analytics concerned with interpreting the internals of
the models and explaining their predictions for individual cases to
stakeholders has largely been neglected. Additionally, works that attempt to
employ data-driven prescriptive analytics to automatically generate
evidence-based remedial advice for at-risk learners are in their infancy.
  eXplainable AI is a field that has recently emerged providing cutting-edge
tools which support transparent predictive analytics and techniques for
generating tailored advice for at-risk students. This study proposes a novel
framework that unifies both transparent machine learning as well as techniques
for enabling prescriptive analytics, while integrating the latest advances in
large language models. This work practically demonstrates the proposed
framework using predictive models for identifying at-risk learners of programme
non-completion. The study then further demonstrates how predictive modelling
can be augmented with prescriptive analytics on two case studies in order to
generate human-readable prescriptive feedback for those who are at risk using
ChatGPT.
",0
"Fault Diagnosis using eXplainable AI: a Transfer Learning-based Approach
  for Rotating Machinery exploiting Augmented Synthetic Data","Lucas Costa Brito, Gian Antonio Susto, Jorge Nei Brito, Marcus Antonio Viana Duarte",2022-10-06T15:02:35Z,Explainable AI,"  Artificial Intelligence (AI) is one of the approaches that has been proposed
to analyze the collected data (e.g., vibration signals) providing a diagnosis
of the asset's operating condition. It is known that models trained with
labeled data (supervised) achieve excellent results, but two main problems make
their application in production processes difficult: (i) impossibility or long
time to obtain a sample of all operational conditions (since faults seldom
happen) and (ii) high cost of experts to label all acquired data. Another
limitating factor for the applicability of AI approaches in this context is the
lack of interpretability of the models (black-boxes), which reduces the
confidence of the diagnosis and trust/adoption from users. To overcome these
problems, a new generic and interpretable approach for classifying faults in
rotating machinery based on transfer learning from augmented synthetic data to
real rotating machinery is here proposed, namelly FaultD-XAI (Fault Diagnosis
using eXplainable AI). To provide scalability using transfer learning,
synthetic vibration signals are created mimicking the characteristic behavior
of failures in operation. The application of Gradient-weighted Class Activation
Mapping (Grad-CAM) with 1D Convolutional Neural Network (1D CNN) allows the
interpretation of results, supporting the user in decision making and
increasing diagnostic confidence. The proposed approach not only obtained
promising diagnostic performance, but was also able to learn characteristics
used by experts to identify conditions in a source domain and apply them in
another target domain. The experimental results suggest a promising approach on
exploiting transfer learning, synthetic data and explainable artificial
intelligence for fault diagnosis. Lastly, to guarantee reproducibility and
foster research in the field, the developed dataset is made publicly available.
",0
"Finding the right XAI method -- A Guide for the Evaluation and Ranking
  of Explainable AI Methods in Climate Science","Philine Bommer, Marlene Kretschmer, Anna Hedström, Dilyara Bareeva, Marina M. -C. Höhne",2023-03-01T16:54:48Z,Explainable AI,"  Explainable artificial intelligence (XAI) methods shed light on the
predictions of machine learning algorithms. Several different approaches exist
and have already been applied in climate science. However, usually missing
ground truth explanations complicate their evaluation and comparison,
subsequently impeding the choice of the XAI method. Therefore, in this work, we
introduce XAI evaluation in the climate context and discuss different desired
explanation properties, namely robustness, faithfulness, randomization,
complexity, and localization. To this end, we chose previous work as a case
study where the decade of annual-mean temperature maps is predicted. After
training both a multi-layer perceptron (MLP) and a convolutional neural network
(CNN), multiple XAI methods are applied and their skill scores in reference to
a random uniform explanation are calculated for each property. Independent of
the network, we find that XAI methods Integrated Gradients, layer-wise
relevance propagation, and input times gradients exhibit considerable
robustness, faithfulness, and complexity while sacrificing randomization
performance. Sensitivity methods -- gradient, SmoothGrad, NoiseGrad, and
FusionGrad, match the robustness skill but sacrifice faithfulness and
complexity for randomization skill. We find architecture-dependent performance
differences regarding robustness, complexity and localization skills of
different XAI methods, highlighting the necessity for research task-specific
evaluation. Overall, our work offers an overview of different evaluation
properties in the climate science context and shows how to compare and
benchmark different explanation methods, assessing their suitability based on
strengths and weaknesses, for the specific research problem at hand. By that,
we aim to support climate researchers in the selection of a suitable XAI
method.
",0
"Explainable AI Insights for Symbolic Computation: A case study on
  selecting the variable ordering for cylindrical algebraic decomposition","Lynn Pickering, Tereso Del Rio Almajano, Matthew England, Kelly Cohen",2023-04-24T15:05:04Z,Explainable AI,"  In recent years there has been increased use of machine learning (ML)
techniques within mathematics, including symbolic computation where it may be
applied safely to optimise or select algorithms. This paper explores whether
using explainable AI (XAI) techniques on such ML models can offer new insight
for symbolic computation, inspiring new implementations within computer algebra
systems that do not directly call upon AI tools. We present a case study on the
use of ML to select the variable ordering for cylindrical algebraic
decomposition. It has already been demonstrated that ML can make the choice
well, but here we show how the SHAP tool for explainability can be used to
inform new heuristics of a size and complexity similar to those human-designed
heuristics currently commonly used in symbolic computation.
",0
"Exploring a Gradient-based Explainable AI Technique for Time-Series
  Data: A Case Study of Assessing Stroke Rehabilitation Exercises","Min Hun Lee, Yi Jing Choy",2023-05-08T08:30:05Z,Explainable AI,"  Explainable artificial intelligence (AI) techniques are increasingly being
explored to provide insights into why AI and machine learning (ML) models
provide a certain outcome in various applications. However, there has been
limited exploration of explainable AI techniques on time-series data,
especially in the healthcare context. In this paper, we describe a
threshold-based method that utilizes a weakly supervised model and a
gradient-based explainable AI technique (i.e. saliency map) and explore its
feasibility to identify salient frames of time-series data. Using the dataset
from 15 post-stroke survivors performing three upper-limb exercises and labels
on whether a compensatory motion is observed or not, we implemented a
feed-forward neural network model and utilized gradients of each input on model
outcomes to identify salient frames that involve compensatory motions.
According to the evaluation using frame-level annotations, our approach
achieved a recall of 0.96 and an F2-score of 0.91. Our results demonstrated the
potential of a gradient-based explainable AI technique (e.g. saliency map) for
time-series data, such as highlighting the frames of a video that therapists
should focus on reviewing and reducing the efforts on frame-level labeling for
model training.
",3
"Identifying drivers and mitigators for congestion and redispatch in the
  German electric power system with explainable AI","Maurizio Titz, Sebastian Pütz, Dirk Witthaut",2023-07-24T09:19:38Z,Explainable AI,"  The transition to a sustainable energy supply challenges the operation of
electric power systems in manifold ways. Transmission grid loads increase as
wind and solar power are often installed far away from the consumers. In
extreme cases, system operators must intervene via countertrading or redispatch
to ensure grid stability. In this article, we provide a data-driven analysis of
congestion in the German transmission grid. We develop an explainable machine
learning model to predict the volume of redispatch and countertrade on an
hourly basis. The model reveals factors that drive or mitigate grid congestion
and quantifies their impact. We show that, as expected, wind power generation
is the main driver, but hydropower and cross-border electricity trading also
play an essential role. Solar power, on the other hand, has no mitigating
effect. Our results suggest that a change to the market design would alleviate
congestion.
",0
"Using explainable AI to investigate electrocardiogram changes during
  healthy aging -- from expert features to raw signals","Gabriel Ott, Yannik Schaubelt, Juan Miguel Lopez Alcaraz, Wilhelm Haverkamp, Nils Strodthoff",2023-10-11T13:05:28Z,Explainable AI,"  Cardiovascular diseases remain the leading global cause of mortality. Age is
an important covariate whose effect is most easily investigated in a healthy
cohort to properly distinguish the former from disease-related changes.
Traditionally, most of such insights have been drawn from the analysis of
electrocardiogram (ECG) feature changes in individuals as they age. However,
these features, while informative, may potentially obscure underlying data
relationships. In this paper we present the following contributions: (1) We
employ a deep-learning model and a tree-based model to analyze ECG data from a
robust dataset of healthy individuals across varying ages in both raw signals
and ECG feature format. (2) We use explainable AI methods to identify the most
discriminative ECG features across age groups.(3) Our analysis with tree-based
classifiers reveals age-related declines in inferred breathing rates and
identifies notably high SDANN values as indicative of elderly individuals,
distinguishing them from younger adults. (4) Furthermore, the deep-learning
model underscores the pivotal role of the P-wave in age predictions across all
age groups, suggesting potential changes in the distribution of different
P-wave types with age. These findings shed new light on age-related ECG
changes, offering insights that transcend traditional feature-based approaches.
",0
"The Thousand Faces of Explainable AI Along the Machine Learning Life
  Cycle: Industrial Reality and Current State of Research","Thomas Decker, Ralf Gross, Alexander Koebler, Michael Lebacher, Ronald Schnitzer, Stefan H. Weber",2023-10-11T20:45:49Z,Explainable AI,"  In this paper, we investigate the practical relevance of explainable
artificial intelligence (XAI) with a special focus on the producing industries
and relate them to the current state of academic XAI research. Our findings are
based on an extensive series of interviews regarding the role and applicability
of XAI along the Machine Learning (ML) lifecycle in current industrial practice
and its expected relevance in the future. The interviews were conducted among a
great variety of roles and key stakeholders from different industry sectors. On
top of that, we outline the state of XAI research by providing a concise review
of the relevant literature. This enables us to provide an encompassing overview
covering the opinions of the surveyed persons as well as the current state of
academic research. By comparing our interview results with the current research
approaches we reveal several discrepancies. While a multitude of different XAI
approaches exists, most of them are centered around the model evaluation phase
and data scientists. Their versatile capabilities for other stages are
currently either not sufficiently explored or not popular among practitioners.
In line with existing work, our findings also confirm that more efforts are
needed to enable also non-expert users' interpretation and understanding of
opaque AI models with existing methods and frameworks.
",0
"Notes on Applicability of Explainable AI Methods to Machine Learning
  Models Using Features Extracted by Persistent Homology",Naofumi Hama,2023-10-15T08:56:15Z,Explainable AI,"  Data analysis that uses the output of topological data analysis as input for
machine learning algorithms has been the subject of extensive research. This
approach offers a means of capturing the global structure of data. Persistent
homology (PH), a common methodology within the field of TDA, has found
wide-ranging applications in machine learning. One of the key reasons for the
success of the PH-ML pipeline lies in the deterministic nature of feature
extraction conducted through PH. The ability to achieve satisfactory levels of
accuracy with relatively simple downstream machine learning models, when
processing these extracted features, underlines the pipeline's superior
interpretability. However, it must be noted that this interpretation has
encountered issues. Specifically, it fails to accurately reflect the feasible
parameter region in the data generation process, and the physical or chemical
constraints that restrict this process. Against this backdrop, we explore the
potential application of explainable AI methodologies to this PH-ML pipeline.
We apply this approach to the specific problem of predicting gas adsorption in
metal-organic frameworks and demonstrate that it can yield suggestive results.
The codes to reproduce our results are available at
https://github.com/naofumihama/xai_ph_ml
",0
"Recursive Segmentation Living Image: An eXplainable AI (XAI) Approach
  for Computing Structural Beauty of Images or the Livingness of Space","Yao Qianxiang, Bin Jiang",2023-10-16T07:37:20Z,Explainable AI,"  This study introduces the concept of ""structural beauty"" as an objective
computational approach for evaluating the aesthetic appeal of images. Through
the utilization of the Segment anything model (SAM), we propose a method that
leverages recursive segmentation to extract finer-grained substructures.
Additionally, by reconstructing the hierarchical structure, we obtain a more
accurate representation of substructure quantity and hierarchy. This approach
reproduces and extends our previous research, allowing for the simultaneous
assessment of Livingness in full-color images without the need for grayscale
conversion or separate computations for foreground and background Livingness.
Furthermore, the application of our method to the Scenic or Not dataset, a
repository of subjective scenic ratings, demonstrates a high degree of
consistency with subjective ratings in the 0-6 score range. This underscores
that structural beauty is not solely a subjective perception, but a
quantifiable attribute accessible through objective computation. Through our
case studies, we have arrived at three significant conclusions. 1) our method
demonstrates the capability to accurately segment meaningful objects, including
trees, buildings, and windows, as well as abstract substructures within
paintings. 2) we observed that the clarity of an image impacts our
computational results; clearer images tend to yield higher Livingness scores.
However, for equally blurry images, Livingness does not exhibit a significant
reduction, aligning with human visual perception. 3) our approach fundamentally
differs from methods employing Convolutional Neural Networks (CNNs) for
predicting image scores. Our method not only provides computational results but
also offers transparency and interpretability, positioning it as a novel avenue
in the realm of Explainable AI (XAI).
",0
"Parcel loss prediction in last-mile delivery: deep and non-deep
  approaches with insights from Explainable AI","Jan de Leeuw, Zaharah Bukhsh, Yingqian Zhang",2023-10-25T12:46:34Z,Explainable AI,"  Within the domain of e-commerce retail, an important objective is the
reduction of parcel loss during the last-mile delivery phase. The
ever-increasing availability of data, including product, customer, and order
information, has made it possible for the application of machine learning in
parcel loss prediction. However, a significant challenge arises from the
inherent imbalance in the data, i.e., only a very low percentage of parcels are
lost. In this paper, we propose two machine learning approaches, namely, Data
Balance with Supervised Learning (DBSL) and Deep Hybrid Ensemble Learning
(DHEL), to accurately predict parcel loss. The practical implication of such
predictions is their value in aiding e-commerce retailers in optimizing
insurance-related decision-making policies. We conduct a comprehensive
evaluation of the proposed machine learning models using one year data from
Belgian shipments. The findings show that the DHEL model, which combines a
feed-forward autoencoder with a random forest, achieves the highest
classification performance. Furthermore, we use the techniques from Explainable
AI (XAI) to illustrate how prediction models can be used in enhancing business
processes and augmenting the overall value proposition for e-commerce retailers
in the last mile delivery.
",0
"Understanding whole-body inter-personal dynamics between two players
  using neural Granger causality as the explainable AI (XAI)","Ryota Takamido, Chiharu Suzuki, Jun Ota, Hiroki Nakamoto",2024-01-12T07:17:56Z,Explainable AI,"  Background: Simultaneously focusing on intra- and inter-individual body
dynamics and elucidating how these affect each other will help understand human
inter-personal coordination behavior. However, this association has not been
investigated previously owing to difficulties in analyzing complex causal
relations among several body components.To address this issue, this study
proposes a new analytical framework that attempts to understand the underlying
causal structures behind each joint movement of individual baseball players
using neural Granger causality (NGC) as the explainable AI. Methods: In the NGC
analysis, causal relationships were defined as the size of the weight
parameters of the first layer of a machine-learning model trained to predict
the future state of a specific time-series variable. To verify the approach in
a practical context, we conducted an experiment with 16 pairs of expert
baseball pitchers and batters; input datasets with 27 joint resultant velocity
data (joints of 13 pitchers and 14 batters) were generated and used for model
training.Results: NGC analysis revealed significant causal relations among
intra- and inter-individual body components such as the batter's hands having a
causal effect from the pitcher's throwing arm. Remarkably, although the
causality from the batter's body to pitcher's body is much lower than the
reverse, it is significantly correlated with batter performance outcomes.
Conclusions: The above results suggest the effectiveness of NGC analysis for
understanding whole-body inter-personal coordination dynamics and that of the
AI technique as a new approach for analyzing complex human behavior from a
different perspective than conventional techniques.
",0
"Of Models and Tin Men: A Behavioural Economics Study of Principal-Agent
  Problems in AI Alignment using Large-Language Models","Steve Phelps, Rebecca Ranson",2023-07-20T17:19:15Z,AI Alignment,"  AI Alignment is often presented as an interaction between a single designer
and an artificial agent in which the designer attempts to ensure the agent's
behavior is consistent with its purpose, and risks arise solely because of
conflicts caused by inadvertent misalignment between the utility function
intended by the designer and the resulting internal utility function of the
agent. With the advent of agents instantiated with large-language models
(LLMs), which are typically pre-trained, we argue this does not capture the
essential aspects of AI safety because in the real world there is not a
one-to-one correspondence between designer and agent, and the many agents, both
artificial and human, have heterogeneous values. Therefore, there is an
economic aspect to AI safety and the principal-agent problem is likely to
arise. In a principal-agent problem conflict arises because of information
asymmetry together with inherent misalignment between the utility of the agent
and its principal, and this inherent misalignment cannot be overcome by
coercing the agent into adopting a desired utility function through training.
We argue the assumptions underlying principal-agent problems are crucial to
capturing the essence of safety problems involving pre-trained AI models in
real-world situations. Taking an empirical approach to AI safety, we
investigate how GPT models respond in principal-agent conflicts. We find that
agents based on both GPT-3.5 and GPT-4 override their principal's objectives in
a simple online shopping task, showing clear evidence of principal-agent
conflict. Surprisingly, the earlier GPT-3.5 model exhibits more nuanced
behaviour in response to changes in information asymmetry, whereas the later
GPT-4 model is more rigid in adhering to its prior alignment. Our results
highlight the importance of incorporating principles from economics into the
alignment process.
",0
Quantum reinforcement learning in continuous action space,"Shaojun Wu, Shan Jin, Dingding Wen, Donghong Han, Xiaoting Wang",2020-12-19T15:16:17Z,Reinforcement Learning,"  Quantum reinforcement learning (QRL) is one promising algorithm proposed for
near-term quantum devices. Early QRL proposals are effective at solving
problems in discrete action space, but often suffer from the curse of
dimensionality in the continuous domain due to discretization. To address this
problem, we propose a quantum Deep Deterministic Policy Gradient algorithm that
is efficient at solving both classical and quantum sequential decision problems
in the continuous domain. As an application, our method can solve the quantum
state-generation problem in a single shot: it only requires a one-shot
optimization to generate a model that outputs the desired control sequence for
arbitrary target state. In comparison, the standard quantum control method
requires optimizing for each target state. Moreover, our method can also be
used to physically reconstruct an unknown quantum state.
",0
Reinforcement Learning-based Product Delivery Frequency Control,"Yang Liu, Zhengxing Chen, Kittipat Virochsiri, Juan Wang, Jiahao Wu, Feng Liang",2020-12-20T07:22:34Z,Reinforcement Learning,"  Frequency control is an important problem in modern recommender systems. It
dictates the delivery frequency of recommendations to maintain product quality
and efficiency. For example, the frequency of delivering promotional
notifications impacts daily metrics as well as the infrastructure resource
consumption (e.g. CPU and memory usage). There remain open questions on what
objective we should optimize to represent business values in the long term
best, and how we should balance between daily metrics and resource consumption
in a dynamically fluctuating environment. We propose a personalized methodology
for the frequency control problem, which combines long-term value optimization
using reinforcement learning (RL) with a robust volume control technique we
termed ""Effective Factor"". We demonstrate statistically significant improvement
in daily metrics and resource efficiency by our method in several notification
applications at a scale of billions of users. To our best knowledge, our study
represents the first deep RL application on the frequency control problem at
such an industrial scale.
",0
Reinforcement Learning for Test Case Prioritization,"João Lousada, Miguel Ribeiro",2020-12-18T11:08:20Z,Reinforcement Learning,"  In modern software engineering, Continuous Integration (CI) has become an
indispensable step towards systematically managing the life cycles of software
development. Large companies struggle with keeping the pipeline updated and
operational, in useful time, due to the large amount of changes and addition of
features, that build on top of each other and have several developers, working
on different platforms. Associated with such software changes, there is always
a strong component of Testing. As teams and projects grow, exhaustive testing
quickly becomes inhibitive, becoming adamant to select the most relevant test
cases earlier, without compromising software quality. This paper extends recent
studies on applying Reinforcement Learning to optimize testing strategies. We
test its ability to adapt to new environments, by testing it on novel data
extracted from a financial institution, yielding a Normalized percentage of
Fault Detection (NAPFD) of over $0.6$ using the Network Approximator and Test
Case Failure Reward. Additionally, we studied the impact of using Decision Tree
(DT) Approximator as a model for memory representation, which failed to produce
significant improvements relative to Artificial Neural Networks.
",0
Stability-Certified Reinforcement Learning via Spectral Normalization,"Ryoichi Takase, Nobuyuki Yoshikawa, Toshisada Mariyama, Takeshi Tsuchiya",2020-12-26T14:26:24Z,Reinforcement Learning,"  In this article, two types of methods from different perspectives based on
spectral normalization are described for ensuring the stability of the system
controlled by a neural network. The first one is that the L2 gain of the
feedback system is bounded less than 1 to satisfy the stability condition
derived from the small-gain theorem. While explicitly including the stability
condition, the first method may provide an insufficient performance on the
neural network controller due to its strict stability condition. To overcome
this difficulty, the second one is proposed, which improves the performance
while ensuring the local stability with a larger region of attraction. In the
second method, the stability is ensured by solving linear matrix inequalities
after training the neural network controller. The spectral normalization
proposed in this article improves the feasibility of the a-posteriori stability
test by constructing tighter local sectors. The numerical experiments show that
the second method provides enough performance compared with the first one while
ensuring enough stability compared with the existing reinforcement learning
algorithms.
",0
Deep reinforcement learning for portfolio management,"Gang Huang, Xiaohua Zhou, Qingyang Song",2020-12-26T16:25:20Z,Reinforcement Learning,"  In our paper, we apply deep reinforcement learning approach to optimize
investment decisions in portfolio management. We make several innovations, such
as adding short mechanism and designing an arbitrage mechanism, and applied our
model to make decision optimization for several randomly selected portfolios.
The experimental results show that our model is able to optimize investment
decisions and has the ability to obtain excess return in stock market, and the
optimized agent maintains the asset weights at fixed value throughout the
trading periods and trades at a very low transaction cost rate. In addition, we
redesigned the formula for calculating portfolio asset weights in continuous
trading process which can make leverage trading, that fills the theoretical gap
in the calculation of portfolio weights when shorting.
",0
Reinforcement Learning for Control of Valves,Rajesh Siraskar,2020-12-29T09:01:47Z,Reinforcement Learning,"  This paper is a study of reinforcement learning (RL) as an optimal-control
strategy for control of nonlinear valves. It is evaluated against the PID
(proportional-integral-derivative) strategy, using a unified framework. RL is
an autonomous learning mechanism that learns by interacting with its
environment. It is gaining increasing attention in the world of control systems
as a means of building optimal-controllers for challenging dynamic and
nonlinear processes. Published RL research often uses open-source tools (Python
and OpenAI Gym environments). We use MATLAB's recently launched (R2019a)
Reinforcement Learning Toolbox to develop the valve controller; trained using
the DDPG (Deep Deterministic Policy-Gradient) algorithm and Simulink to
simulate the nonlinear valve and create the experimental test-bench for
evaluation. Simulink allows industrial engineers to quickly adapt and
experiment with other systems of their choice. Results indicate that the RL
controller is extremely good at tracking the signal with speed and produces a
lower error with respect to the reference signal. The PID, however, is better
at disturbance rejection and hence provides a longer life for the valves.
Successful machine learning involves tuning many hyperparameters requiring
significant investment of time and efforts. We introduce ""Graded Learning"" as a
simplified, application oriented adaptation of the more formal and algorithmic
""Curriculum for Reinforcement Learning"". It is shown via experiments that it
helps converge the learning task of complex non-linear real world systems.
Finally, experiential learnings gained from this research are corroborated
against published research.
",0
Partially Observable Mean Field Reinforcement Learning,"Sriram Ganapathi Subramanian, Matthew E. Taylor, Mark Crowley, Pascal Poupart",2020-12-31T18:12:31Z,Reinforcement Learning,"  Traditional multi-agent reinforcement learning algorithms are not scalable to
environments with more than a few agents, since these algorithms are
exponential in the number of agents. Recent research has introduced successful
methods to scale multi-agent reinforcement learning algorithms to many agent
scenarios using mean field theory. Previous work in this field assumes that an
agent has access to exact cumulative metrics regarding the mean field behaviour
of the system, which it can then use to take its actions. In this paper, we
relax this assumption and maintain a distribution to model the uncertainty
regarding the mean field of the system. We consider two different settings for
this problem. In the first setting, only agents in a fixed neighbourhood are
visible, while in the second setting, the visibility of agents is determined at
random based on distances. For each of these settings, we introduce a
Q-learning based algorithm that can learn effectively. We prove that this
Q-learning estimate stays very close to the Nash Q-value (under a common set of
assumptions) for the first setting. We also empirically show our algorithms
outperform multiple baselines in three different games in the MAgents
framework, which supports large environments with many agents learning
simultaneously to achieve possibly distinct goals.
",0
When Is Generalizable Reinforcement Learning Tractable?,"Dhruv Malik, Yuanzhi Li, Pradeep Ravikumar",2021-01-01T19:08:24Z,Reinforcement Learning,"  Agents trained by reinforcement learning (RL) often fail to generalize beyond
the environment they were trained in, even when presented with new scenarios
that seem similar to the training environment. We study the query complexity
required to train RL agents that generalize to multiple environments.
Intuitively, tractable generalization is only possible when the environments
are similar or close in some sense. To capture this, we introduce Weak
Proximity, a natural structural condition that requires the environments to
have highly similar transition and reward functions and share a policy
providing optimal value. Despite such shared structure, we prove that tractable
generalization is impossible in the worst case. This holds even when each
individual environment can be efficiently solved to obtain an optimal linear
policy, and when the agent possesses a generative model. Our lower bound
applies to the more complex task of representation learning for the purpose of
efficient generalization to multiple environments. On the positive side, we
introduce Strong Proximity, a strengthened condition which we prove is
sufficient for efficient generalization.
",0
Reinforcement Learning for Flexibility Design Problems,"Yehua Wei, Lei Zhang, Ruiyi Zhang, Shijing Si, Hao Zhang, Lawrence Carin",2021-01-02T02:44:39Z,Reinforcement Learning,"  Flexibility design problems are a class of problems that appear in strategic
decision-making across industries, where the objective is to design a ($e.g.$,
manufacturing) network that affords flexibility and adaptivity. The underlying
combinatorial nature and stochastic objectives make flexibility design problems
challenging for standard optimization methods. In this paper, we develop a
reinforcement learning (RL) framework for flexibility design problems.
Specifically, we carefully design mechanisms with noisy exploration and
variance reduction to ensure empirical success and show the unique advantage of
RL in terms of fast-adaptation. Empirical results show that the RL-based method
consistently finds better solutions compared to classical heuristics.
",0
Coding for Distributed Multi-Agent Reinforcement Learning,"Baoqian Wang, Junfei Xie, Nikolay Atanasov",2021-01-07T00:22:34Z,Reinforcement Learning,"  This paper aims to mitigate straggler effects in synchronous distributed
learning for multi-agent reinforcement learning (MARL) problems. Stragglers
arise frequently in a distributed learning system, due to the existence of
various system disturbances such as slow-downs or failures of compute nodes and
communication bottlenecks. To resolve this issue, we propose a coded
distributed learning framework, which speeds up the training of MARL algorithms
in the presence of stragglers, while maintaining the same accuracy as the
centralized approach. As an illustration, a coded distributed version of the
multi-agent deep deterministic policy gradient(MADDPG) algorithm is developed
and evaluated. Different coding schemes, including maximum distance separable
(MDS)code, random sparse code, replication-based code, and regular low density
parity check (LDPC) code are also investigated. Simulations in several
multi-robot problems demonstrate the promising performance of the proposed
framework.
",0
Affordance-based Reinforcement Learning for Urban Driving,"Tanmay Agarwal, Hitesh Arora, Jeff Schneider",2021-01-15T05:21:25Z,Reinforcement Learning,"  Traditional autonomous vehicle pipelines that follow a modular approach have
been very successful in the past both in academia and industry, which has led
to autonomy deployed on road. Though this approach provides ease of
interpretation, its generalizability to unseen environments is limited and
hand-engineering of numerous parameters is required, especially in the
prediction and planning systems. Recently, deep reinforcement learning has been
shown to learn complex strategic games and perform challenging robotic tasks,
which provides an appealing framework for learning to drive. In this work, we
propose a deep reinforcement learning framework to learn optimal control policy
using waypoints and low-dimensional visual representations, also known as
affordances. We demonstrate that our agents when trained from scratch learn the
tasks of lane-following, driving around inter-sections as well as stopping in
front of other actors or traffic lights even in the dense traffic setting. We
note that our method achieves comparable or better performance than the
baseline methods on the original and NoCrash benchmarks on the CARLA simulator.
",0
Reinforcement learning based recommender systems: A survey,"M. Mehdi Afsar, Trafford Crump, Behrouz Far",2021-01-15T19:42:10Z,Reinforcement Learning,"  Recommender systems (RSs) have become an inseparable part of our everyday
lives. They help us find our favorite items to purchase, our friends on social
networks, and our favorite movies to watch. Traditionally, the recommendation
problem was considered to be a classification or prediction problem, but it is
now widely agreed that formulating it as a sequential decision problem can
better reflect the user-system interaction. Therefore, it can be formulated as
a Markov decision process (MDP) and be solved by reinforcement learning (RL)
algorithms. Unlike traditional recommendation methods, including collaborative
filtering and content-based filtering, RL is able to handle the sequential,
dynamic user-system interaction and to take into account the long-term user
engagement. Although the idea of using RL for recommendation is not new and has
been around for about two decades, it was not very practical, mainly because of
scalability problems of traditional RL algorithms. However, a new trend has
emerged in the field since the introduction of deep reinforcement learning
(DRL), which made it possible to apply RL to the recommendation problem with
large state and action spaces. In this paper, a survey on reinforcement
learning based recommender systems (RLRSs) is presented. Our aim is to present
an outlook on the field and to provide the reader with a fairly complete
knowledge of key concepts of the field. We first recognize and illustrate that
RLRSs can be generally classified into RL- and DRL-based methods. Then, we
propose an RLRS framework with four components, i.e., state representation,
policy optimization, reward formulation, and environment building, and survey
RLRS algorithms accordingly. We highlight emerging topics and depict important
trends using various graphs and tables. Finally, we discuss important aspects
and challenges that can be addressed in the future.
",0
Hierarchical Reinforcement Learning By Discovering Intrinsic Options,"Jesse Zhang, Haonan Yu, Wei Xu",2021-01-16T20:54:31Z,Reinforcement Learning,"  We propose a hierarchical reinforcement learning method, HIDIO, that can
learn task-agnostic options in a self-supervised manner while jointly learning
to utilize them to solve sparse-reward tasks. Unlike current hierarchical RL
approaches that tend to formulate goal-reaching low-level tasks or pre-define
ad hoc lower-level policies, HIDIO encourages lower-level option learning that
is independent of the task at hand, requiring few assumptions or little
knowledge about the task structure. These options are learned through an
intrinsic entropy minimization objective conditioned on the option
sub-trajectories. The learned options are diverse and task-agnostic. In
experiments on sparse-reward robotic manipulation and navigation tasks, HIDIO
achieves higher success rates with greater sample efficiency than regular RL
baselines and two state-of-the-art hierarchical RL methods.
",0
Deep Reinforcement Learning with Embedded LQR Controllers,Wouter Caarls,2021-01-18T17:28:48Z,Reinforcement Learning,"  Reinforcement learning is a model-free optimal control method that optimizes
a control policy through direct interaction with the environment. For reaching
tasks that end in regulation, popular discrete-action methods are not well
suited due to chattering in the goal state. We compare three different ways to
solve this problem through combining reinforcement learning with classical LQR
control. In particular, we introduce a method that integrates LQR control into
the action set, allowing generalization and avoiding fixing the computed
control in the replay memory if it is based on learned dynamics. We also embed
LQR control into a continuous-action method. In all cases, we show that adding
LQR control can improve performance, although the effect is more profound if it
can be used to augment a discrete action set.
",0
Safe Multi-Agent Reinforcement Learning via Shielding,"Ingy Elsayed-Aly, Suda Bharadwaj, Christopher Amato, Rüdiger Ehlers, Ufuk Topcu, Lu Feng",2021-01-27T04:27:06Z,Reinforcement Learning,"  Multi-agent reinforcement learning (MARL) has been increasingly used in a
wide range of safety-critical applications, which require guaranteed safety
(e.g., no unsafe states are ever visited) during the learning
process.Unfortunately, current MARL methods do not have safety guarantees.
Therefore, we present two shielding approaches for safe MARL. In centralized
shielding, we synthesize a single shield to monitor all agents' joint actions
and correct any unsafe action if necessary. In factored shielding, we
synthesize multiple shields based on a factorization of the joint state space
observed by all agents; the set of shields monitors agents concurrently and
each shield is only responsible for a subset of agents at each
step.Experimental results show that both approaches can guarantee the safety of
agents during learning without compromising the quality of learned policies;
moreover, factored shielding is more scalable in the number of agents than
centralized shielding.
",0
