用户名,计算,用户名,阅读,用户名,记忆1,用户名,记忆2,用户名,分类,用户名,听力,用户名,舒尔特,用户名,反向眼跳
62698180,0.888888889,62698188,0.8,62699002,0.7,62698983,1,62698182,0.666666667,62232318,0.666666667,62698186,1,62699535,0.92
62698181,0.764705882,62698982,0.6,62699008,0.7,62698984,1,62698183,0.666666667,62696557,0.8,62698187,1,62699536,1
62698182,0.6875,62698983,1,62699263,1,62698985,1,62698184,0.333333333,62696558,0.666666667,62698188,0.971866097,62699542,0.96
62698183,0.714285714,62698984,1,62699264,1,62698986,1,62698185,0.5,62696559,0.733333333,62698982,0.965517241,62699543,0.52
62698184,0.666666667,62698985,1,62699265,1,62698987,0.8,62698186,0.833333333,62696560,0.666666667,62698983,1,62699545,0.52
62698185,0.733333333,62698986,1,62699266,0.6,62698989,1,62698187,1,62696561,0.533333333,62698984,1,62699546,0.96
62698186,0.846153846,62698987,0.8,62699267,0.9,62698990,1,62698188,0.666666667,62696562,0.733333333,62698985,0.990384615,62699547,0.96
62698187,1,62698989,1,62699268,1,62698991,1,62698982,0.666666667,62696676,0.8,62698986,1,62699548,0.96
62698188,0.833333333,62698990,1,62699269,1,62698992,0.6,62698983,0.5,62696677,0.666666667,62698987,0.980769231,62699549,0.94
62698982,0.888888889,62698991,1,62699270,1,62698993,0.8,62698984,0.833333333,62698179,0.666666667,62698989,0.990384615,62699550,0.92
62698983,0.923076923,62698992,1,62699271,0.4,62698994,1,62698985,0.833333333,62698180,0.666666667,62698990,1,62699551,0.94
62698984,0.727272727,62698993,0.8,62699272,0.8,62698995,0.8,62698986,0.833333333,62698181,0.666666667,62698991,0.990384615,62699552,0.92
62698985,0.857142857,62698994,0.6,62699273,0.8,62698996,1,62698987,0.666666667,62698182,0.733333333,62698992,0.981481481,62699553,0.76
62698986,0.818181818,62698995,1,62699274,0.6,62699001,0.6,62698989,0.5,62698183,0.866666667,62698993,0.981481481,62699554,0.98
62698987,1,62698996,0.6,62699275,1,62699002,1,62698990,0.666666667,62698184,0.933333333,62698994,1,62699557,1
62698989,0.933333333,62699001,0.8,62699276,0.8,62699005,1,62698991,0.833333333,62698185,0.6,62698995,0.980769231,62699558,0.96
62698990,0.923076923,62699002,0.6,62699277,0.7,62699008,1,62698992,1,62698186,0.8,62698996,1,62699559,0.98
62698991,0.888888889,62699005,1,62699278,0.9,62699263,1,62698993,0.333333333,62698187,0.6,62699001,1,62699561,0.98
62698992,0.818181818,62699008,0.8,62699279,1,62699264,1,62698994,0.833333333,62698188,0.8,62699002,1,62699562,0.96
62698993,0.916666667,62699263,1,62699280,0.8,62699265,0.8,62698995,0.666666667,62698982,0.666666667,62699005,0.902197802,62699564,0.98
62698994,0.818181818,62699264,1,62699281,1,62699266,0.8,62698996,0.5,62698983,0.933333333,62699008,0.990384615,62699565,0.5
62698995,0.578947368,62699265,1,62699282,0.6,62699267,0.6,62699001,0.666666667,62698984,0.8,62699263,1,62699566,0.54
62698996,0.785714286,62699266,1,62699283,0.6,62699268,0.8,62699002,0.666666667,62698985,0.866666667,62699264,1,62699567,0.92
62699001,0.636363636,62699267,0.8,62699284,0.9,62699269,1,62699005,0.333333333,62698986,0.666666667,62699265,0.990384615,62699568,0.94
62699002,0.9,62699268,0.8,62699285,0.8,62699270,0.8,62699008,1,62698987,0.666666667,62699266,1,62699569,0.82
62699005,0.615384615,62699269,1,62699287,0.8,62699271,0.6,62699263,0.833333333,62698989,1,62699267,0.980769231,62699570,0.98
62699008,0.857142857,62699270,0.8,62699288,0.6,62699272,1,62699264,0.333333333,62698990,0.866666667,62699268,1,62699572,0.98
62699263,0.909090909,62699271,0.8,62699289,1,62699273,1,62699265,0.666666667,62698991,0.666666667,62699269,0.990384615,62699573,1
62699264,0.909090909,62699272,0.6,62699290,1,62699274,0.6,62699266,0.5,62698992,0.866666667,62699270,1,62699574,0.92
62699265,0.692307692,62699273,0.8,62699291,1,62699275,0.8,62699267,0.166666667,62698993,0.8,62699271,0.953347578,62699575,0.98
62699266,0.727272727,62699274,0.6,62699292,0.9,62699276,1,62699268,0.5,62698994,0.6,62699273,0.952635328,62699576,1
62699267,1,62699275,0.8,62699293,1,62699277,1,62699269,0.833333333,62698995,0.8,62699274,0.981481481,62699578,0.9
62699268,0.692307692,62699276,0.8,62699294,0.7,62699278,0.8,62699270,0.5,62698996,0.8,62699275,0.990384615,62699579,0.94
62699269,0.785714286,62699277,1,62699295,1,62699279,1,62699271,0.666666667,62699001,0.866666667,62699277,1,62699581,0.54
62699270,0.727272727,62699278,0.8,62699296,1,62699280,1,62699272,0.666666667,62699002,0.8,62699278,0.962250712,62699582,1
62699271,0.75,62699279,0.8,62699297,0.9,62699281,1,62699273,0.833333333,62699005,0.6,62699279,0.990384615,62699583,0.98
62699272,0.8,62699280,0.6,62699298,1,62699282,0.8,62699274,0.833333333,62699008,0.8,62699280,1,62699584,0.98
62699273,0.785714286,62699281,0.6,62699299,1,62699283,1,62699275,0.333333333,62699263,0.733333333,62699281,0.990384615,62699586,0.78
62699274,0.727272727,62699282,1,62699301,0.9,62699284,0.6,62699276,0.666666667,62699264,0.8,62699282,1,62699587,0.96
62699275,0.833333333,62699283,1,62699302,0.8,62699285,0.6,62699277,0,62699265,0.933333333,62699283,1,62699588,0.5
62699276,1,62699284,0.6,62699303,1,62699286,1,62699278,0.5,62699266,0.666666667,62699284,1,62699591,0.86
62699277,0.909090909,62699285,0.6,62699304,0.9,62699287,1,62699279,0.333333333,62699267,0.8,62699285,1,62699592,0.92
62699278,0.769230769,62699286,1,62699305,1,62699288,1,62699280,0,62699268,0.8,62699286,0.981481481,62699594,1
62699279,1,62699287,0.8,62699306,1,62699289,1,62699281,0.5,62699269,0.8,62699287,0.981481481,62699595,0.98
62699280,0.818181818,62699288,0.8,62699309,1,62699290,0.8,62699282,0.5,62699270,0.8,62699288,0.990384615,62699596,1
62699281,0.785714286,62699289,0.8,62699310,0.9,62699291,1,62699283,0.5,62699271,0.6,62699289,1,62699597,0.92
62699282,0.818181818,62699290,0.8,62699311,0.5,62699292,0.8,62699284,0.5,62699272,0.8,62699290,1,62699598,0.92
62699283,0.833333333,62699291,0.8,62699312,0.8,62699293,1,62699285,0.666666667,62699273,0.733333333,62699291,1,62699600,0.94
62699284,1,62699292,0.8,62699535,0.9,62699294,1,62699286,0.833333333,62699274,0.8,62699292,1,62699602,0.92
62699285,0.692307692,62699293,0.8,62699536,1,62699295,0.8,62699287,0.333333333,62699275,0.733333333,62699293,0.990384615,62699989,0.96
62699286,0.714285714,62699294,0.8,62699542,1,62699296,0.8,62699288,0.5,62699276,0.733333333,62699294,0.990384615,62699990,0.98
62699287,0.923076923,62699295,1,62699543,0.8,62699297,1,62699289,0.5,62699277,0.666666667,62699295,1,62699991,0.96
62699288,0.916666667,62699296,0.8,62699545,0.9,62699298,0.4,62699290,0.5,62699278,0.533333333,62699296,1,62699992,0.9
62699289,0.916666667,62699297,0.8,62699546,0.8,62699299,1,62699291,0.5,62699279,0.866666667,62699297,0.973214286,62699993,0.98
62699290,0.846153846,62699298,0.6,62699547,1,62699301,0.2,62699292,0.666666667,62699280,0.6,62699298,1,62699994,0.94
62699291,0.75,62699299,1,62699548,1,62699302,1,62699293,0.833333333,62699281,0.6,62699299,0.990384615,62699995,0.5
62699292,1,62699301,1,62699549,1,62699303,0.8,62699294,0.5,62699282,1,62699301,0.990384615,62699996,0.92
62699293,1,62699302,0.4,62699550,0.9,62699304,0.8,62699295,0.833333333,62699283,0.933333333,62699302,1,62699997,0.98
62699294,1,62699303,0.6,62699551,0.9,62699305,1,62699296,0.833333333,62699284,0.733333333,62699303,0.990384615,62700000,0.98
62699295,0.727272727,62699304,0.8,62699552,0.9,62699306,1,62699297,0.333333333,62699285,0.733333333,62699304,1,62701028,0.8
62699296,1,62699305,0.4,62699553,0.6,62699308,0.6,62699298,0.333333333,62699286,0.8,62699305,1,62701029,0.94
62699297,0.65,62699306,0.8,62699554,0.7,62699309,0.8,62699299,0.833333333,62699287,0.8,62699306,1,62701630,0.92
62699298,0.583333333,62699308,0.4,62699557,0.9,62699310,1,62699301,0.5,62699288,0.8,62699308,1,62701631,0.8
62699299,0.846153846,62699309,1,62699559,0.8,62699311,0.6,62699302,0.833333333,62699289,0.8,62699309,1,62701633,1
62699301,0.909090909,62699310,0.2,62699561,1,62699312,1,62699303,0.5,62699290,0.733333333,62699310,1,62701635,0.94
62699302,0.75,62699311,1,62699562,0.6,62699535,0.4,62699304,0.666666667,62699291,0.733333333,62699311,0.990384615,62701636,0.96
62699303,0.692307692,62699312,0.8,62699564,1,62699536,0.4,62699305,0.833333333,62699292,0.8,62699312,1,62701637,0.94
62699304,0.647058824,62699535,1,62699565,1,62699542,0.8,62699306,0.666666667,62699293,0.6,62699535,0.981481481,62701638,0.9
62699305,0.8,62699536,0.6,62699567,0.8,62699543,1,62699308,0.666666667,62699294,0.866666667,62699536,1,62701641,0.96
62699306,0.923076923,62699542,0.6,62699568,0.9,62699545,0.6,62699309,0.666666667,62699295,0.666666667,62699542,1,62701642,0.98
62699308,0.8,62699543,1,62699569,0.9,62699546,0.6,62699310,0.666666667,62699296,0.933333333,62699543,0.981481481,62701643,0.54
62699309,0.9,62699545,0.6,62699570,0.7,62699547,0.8,62699311,0.833333333,62699297,0.733333333,62699545,1,62701644,0.96
62699310,0.875,62699546,0.8,62699572,1,62699548,1,62699312,0.833333333,62699298,0.866666667,62699546,0.990384615,62701645,0.88
62699311,0.75,62699547,0.6,62699573,1,62699549,1,62699535,1,62699299,0.733333333,62699547,1,62701646,1
62699312,0.8,62699548,0.4,62699574,0.5,62699550,1,62699536,0.666666667,62699301,0.8,62699548,1,62701647,0.96
62699535,0.866666667,62699549,0.8,62699575,0.7,62699551,1,62699542,0.666666667,62699302,0.733333333,62699549,1,62701651,0.92
62699536,0.818181818,62699550,1,62699576,0.6,62699552,1,62699543,0.833333333,62699303,0.733333333,62699550,0.980769231,62701652,0.94
62699542,0.8,62699551,1,62699578,1,62699553,0.6,62699545,0.5,62699304,0.733333333,62699551,1,62701653,0.98
62699543,0.888888889,62699552,0.6,62699579,0.8,62699554,0.4,62699546,0.5,62699305,0.666666667,62699552,1,62701654,0.96
62699545,1,62699553,0.6,62699580,0.8,62699557,1,62699547,0.833333333,62699306,0.866666667,62699553,0.980769231,62701655,0.98
62699546,0.833333333,62699554,1,62699582,0.8,62699558,0.8,62699548,0.166666667,62699308,0.666666667,62699554,0.990384615,62701656,0.98
62699547,0.8,62699557,1,62699583,0.9,62699559,0.8,62699549,0.5,62699309,0.866666667,62699557,0.973214286,62701658,0.9
62699548,0.916666667,62699558,1,62699586,0.9,62699561,0.8,62699550,0.166666667,62699310,0.6,62699558,1,62701659,0.98
62699549,0.928571429,62699559,0.6,62699587,0.7,62699562,0.4,62699551,0.833333333,62699311,0.933333333,62699559,1,62701660,0.88
62699550,0.625,62699561,0.8,62699588,0.9,62699564,0.6,62699552,0.166666667,62699312,0.8,62699561,1,62701661,1
62699551,0.857142857,62699562,0.8,62699591,0.9,62699565,0.6,62699553,0.166666667,62699535,0.733333333,62699562,1,62701662,1
62699552,1,62699564,1,62699592,0.6,62699566,1,62699554,0.666666667,62699536,0.733333333,62699564,1,62701663,0.98
62699553,0.916666667,62699565,0.6,62699594,0.7,62699567,0.8,62699557,0.5,62699542,0.933333333,62699565,1,62701664,0.82
62699554,0.611111111,62699566,0.2,62699595,1,62699568,1,62699558,0.666666667,62699543,0.8,62699566,0.990384615,62701665,0.88
62699557,0.928571429,62699567,0.8,62699596,0.8,62699569,1,62699559,0.666666667,62699545,0.533333333,62699567,1,62701666,0.92
62699558,0.615384615,62699568,0.6,62699597,0.7,62699570,0.2,62699561,0.333333333,62699546,0.733333333,62699568,0.990384615,62701667,0.98
62699559,1,62699569,1,62699598,0.8,62699572,1,62699562,0.833333333,62699547,0.8,62699569,0.990384615,62701668,0.9
62699561,0.818181818,62699570,0.8,62699599,0.8,62699573,1,62699564,0.666666667,62699548,0.8,62699570,1,62701669,1
62699562,0.666666667,62699572,1,62699600,0.5,62699574,1,62699565,0.666666667,62699549,0.666666667,62699572,0.971866097,62701869,0.88
62699564,0.692307692,62699573,0.6,62699602,0.7,62699575,0.8,62699566,0.666666667,62699550,0.666666667,62699573,0.990384615,62701870,0.92
62699565,0.642857143,62699574,0.6,62699989,0.9,62699576,1,62699567,0.5,62699551,0.933333333,62699574,1,62701871,0.98
62699566,0.9,62699575,0.8,62699990,0.7,62699578,0.6,62699568,0.5,62699552,0.6,62699575,1,62701872,0.96
62699567,0.615384615,62699576,0.4,62699991,0.6,62699579,1,62699569,0.5,62699553,0.8,62699576,1,62701874,0.98
62699568,0.888888889,62699578,0.8,62699992,1,62699580,1,62699570,0.333333333,62699554,0.733333333,62699578,1,62701875,0.9
62699569,0.733333333,62699579,1,62699993,1,62699581,0.8,62699572,0.333333333,62699557,0.8,62699579,1,62701877,1
62699570,1,62699580,1,62699994,0.5,62699582,0.4,62699573,0.666666667,62699558,0.733333333,62699580,1,62701878,0.86
62699572,0.727272727,62699581,0.8,62699995,0.8,62699583,1,62699574,0.5,62699559,0.866666667,62699581,0.981481481,62701879,0.96
62699573,0.923076923,62699582,0.4,62699996,0.8,62699584,0.8,62699575,0.833333333,62699561,0.933333333,62699582,0.861111111,62701881,0.98
62699574,0.769230769,62699583,1,62699997,0.8,62699586,1,62699576,0.5,62699562,0.666666667,62699583,1,62701882,1
62699575,0.9,62699584,0.8,62699998,0.8,62699587,0.8,62699578,0.666666667,62699564,0.933333333,62699584,0.981481481,62701883,0.92
62699576,0.636363636,62699586,0.8,62699999,0.9,62699588,1,62699579,0.666666667,62699565,0.933333333,62699587,1,62701884,0.82
62699578,0.727272727,62699587,0.6,62700000,1,62699591,0.4,62699580,0.666666667,62699566,0.8,62699588,1,62701885,0.98
62699579,0.909090909,62699588,0.6,62701028,0.9,62699592,1,62699581,0.5,62699567,0.6,62699591,1,62701886,0.98
62699580,0.916666667,62699591,1,62701029,0.7,62699594,0.4,62699582,0.666666667,62699568,0.466666667,62699592,1,62701887,0.98
62699581,0.588235294,62699592,0.8,62701630,1,62699595,1,62699583,0.666666667,62699569,0.466666667,62699594,0.990384615,62701888,1
62699582,0.75,62699594,0.8,62701631,0.6,62699596,1,62699584,0,62699570,0.666666667,62699595,1,62701889,0.94
62699583,0.9,62699595,0.8,62701632,1,62699597,1,62699586,1,62699572,0.8,62699596,1,62701890,0.98
62699584,0.727272727,62699596,0.8,62701633,1,62699598,1,62699587,0.333333333,62699573,0.8,62699597,0.990384615,62701891,0.98
62699586,0.928571429,62699597,0.6,62701635,0.9,62699599,1,62699588,0.666666667,62699574,0.533333333,62699598,1,62701892,0.94
62699587,0.538461538,62699598,0.8,62701636,1,62699600,0.8,62699591,0.5,62699575,0.733333333,62699600,1,62701893,0.96
62699588,0.857142857,62699599,0.4,62701637,0.5,62699602,0.8,62699592,0.666666667,62699576,0.733333333,62699602,0.477086263,62701894,1
62699591,0.571428571,62699600,1,62701638,0.7,62699989,1,62699594,0.333333333,62699578,0.733333333,62699989,1,62701896,0.96
62699592,0.923076923,62699602,1,62701640,1,62699990,0.4,62699595,0.5,62699579,0.8,62699990,1,62701897,1
62699594,0.705882353,62699989,0.8,62701641,0.9,62699991,0.8,62699596,0.666666667,62699580,0.733333333,62699991,0.990384615,62701898,0.98
62699595,0.7,62699990,0.8,62701642,0.9,62699992,0.8,62699597,0.666666667,62699581,0.6,62699992,1,62701899,0.96
62699596,0.692307692,62699991,1,62701643,1,62699993,1,62699598,0.666666667,62699582,0.533333333,62699993,1,62701900,0.78
62699597,0.733333333,62699992,1,62701644,0.8,62699994,0.8,62699599,0,62699583,0.866666667,62699994,1,62701901,0.82
62699598,1,62699993,0.8,62701645,0.6,62699995,0.6,62699600,0.166666667,62699584,0.733333333,62699995,1,62701902,0.98
62699599,0.75,62699994,1,62701646,1,62699996,1,62699602,0.166666667,62699586,0.733333333,62699996,0.944088319,62701903,0.98
62699600,0.777777778,62699995,0.8,62701647,0.9,62699997,1,62699989,0.5,62699587,0.666666667,62699997,1,62701904,0.9
62699602,0.571428571,62699996,0.6,62701648,0.7,62699998,0.6,62699990,0.833333333,62699588,0.733333333,62699998,0.933823529,62701906,0.98
62699989,0.6,62699997,0.6,62701649,0.9,62699999,1,62699991,0.666666667,62699591,0.866666667,62699999,0.990384615,62701907,1
62699990,0.666666667,62699998,0.8,62701651,1,62700000,1,62699992,0.666666667,62699592,0.4,62700000,0.990384615,62701908,0.98
62699991,0.75,62699999,0.8,62701652,0.9,62701028,1,62699993,0.833333333,62699594,0.6,62701028,1,62701909,1
62699992,0.733333333,62700000,0.8,62701653,0.7,62701029,1,62699994,0.5,62699595,0.533333333,62701029,1,62701910,0.94
62699993,0.928571429,62701028,0.4,62701654,0.7,62701630,0.8,62699995,0.666666667,62699596,0.733333333,62701630,1,62701911,0.94
62699994,0.846153846,62701029,0.2,62701655,0.6,62701631,0.8,62699996,0.333333333,62699597,0.666666667,62701631,0.980769231,62701913,0.98
62699995,0.714285714,62701630,0.8,62701656,0.8,62701632,0.8,62699997,0.5,62699598,0.8,62701632,0.981481481,62701914,0.98
62699996,0.916666667,62701631,0.6,62701658,1,62701633,1,62699998,0.166666667,62699600,0.466666667,62701633,0.990384615,62701916,0.96
62699997,1,62701632,1,62701659,1,62701635,0.4,62699999,0.333333333,62699602,0.8,62701635,0.869565217,62701918,0.86
62699998,0.666666667,62701633,0.8,62701660,1,62701636,0.8,62700000,0.333333333,62699989,0.8,62701636,1,62701919,0.9
62699999,0.7,62701635,0.6,62701661,0.8,62701637,0.8,62701028,0.833333333,62699990,0.733333333,62701637,1,62701920,0.98
62700000,0.846153846,62701636,1,62701662,0.9,62701638,1,62701029,0.333333333,62699991,1,62701638,1,62701923,0.96
62701028,1,62701637,0.8,62701663,0.7,62701640,1,62701630,0.5,62699992,0.866666667,62701641,1,62701924,0.84
62701029,1,62701638,1,62701664,0.8,62701641,1,62701631,0.666666667,62699993,0.866666667,62701642,1,62702969,1
62701630,0.75,62701640,1,62701665,0.9,62701642,0.6,62701632,0.666666667,62699994,0.733333333,62701643,0.990384615,62702970,0.88
62701631,0.733333333,62701641,0.8,62701666,0.7,62701643,1,62701633,0.333333333,62699995,0.533333333,62701644,1,62702971,0.88
62701632,0.631578947,62701642,0.6,62701667,1,62701644,0.8,62701635,0.5,62699996,0.533333333,62701645,1,62702972,0.94
62701633,0.846153846,62701643,0.6,62701668,1,62701645,0.6,62701636,0.666666667,62699997,0.733333333,62701646,0.981481481,62702973,0.98
62701635,1,62701644,0.6,62701669,0.9,62701646,1,62701637,0.833333333,62699998,0.4,62701647,1,62702974,0.94
62701637,0.7,62701645,0.8,62701869,0.8,62701647,0.6,62701638,0.833333333,62699999,0.6,62701648,0.990384615,62702975,0.98
62701638,1,62701646,0.8,62701870,0.9,62701648,1,62701640,0.5,62700000,0.666666667,62701649,1,62702976,0.96
62701640,0.833333333,62701647,0.8,62701871,0.9,62701649,0.8,62701641,0.333333333,62701028,0.6,62701651,0.990384615,62702978,0.92
62701641,0.833333333,62701648,0.8,62701872,0.8,62701651,0.8,62701642,0.5,62701029,0.6,62701652,1,62702979,0.88
62701642,0.916666667,62701649,1,62701873,0.7,62701652,1,62701643,0.5,62701630,0.733333333,62701653,1,62702980,0.78
62701643,1,62701651,1,62701874,0.6,62701653,0.6,62701644,0.5,62701631,0.733333333,62701654,0.990384615,62702981,0.94
62701644,0.8,62701652,0.6,62701875,1,62701654,0.8,62701645,0.333333333,62701632,0.866666667,62701655,1,62702982,0.94
62701645,0.833333333,62701653,0.8,62701877,1,62701655,0.6,62701646,0.833333333,62701633,0.866666667,62701656,0.962250712,62702984,0.94
62701646,0.6875,62701654,1,62701878,0.5,62701656,0.8,62701647,0.833333333,62701635,1,62701658,1,62702985,0.94
62701647,0.916666667,62701655,0.6,62701879,0.8,62701658,0.8,62701648,0.666666667,62701636,0.733333333,62701659,0.537780966,62702987,0.52
62701648,0.833333333,62701656,0.8,62701880,0.5,62701659,0.6,62701649,1,62701637,0.8,62701660,1,62702988,0.98
62701649,1,62701658,0.6,62701881,1,62701660,0.8,62701651,0.833333333,62701638,0.6,62701661,0.896634615,62702989,0.94
62701651,1,62701659,0.8,62701882,0.8,62701661,1,62701652,0.666666667,62701640,0.666666667,62701662,1,62702990,0.92
62701652,0.833333333,62701660,0.6,62701883,1,62701662,0.6,62701653,0.666666667,62701641,0.666666667,62701663,1,62702991,0.94
62701653,0.8,62701661,0.8,62701884,1,62701663,1,62701654,0.333333333,62701642,0.6,62701664,1,62702992,1
62701654,0.692307692,62701662,1,62701885,0.6,62701664,1,62701655,0.333333333,62701643,0.6,62701666,1,62702993,1
62701655,0.636363636,62701663,0.8,62701886,1,62701665,0.6,62701656,0.5,62701644,0.733333333,62701667,1,62702994,0.96
62701656,0.714285714,62701664,0.8,62701887,1,62701666,1,62701658,0.333333333,62701645,0.533333333,62701668,0.773506186,62702995,1
62701658,0.846153846,62701665,0.6,62701888,0.9,62701667,1,62701659,0.5,62701646,0.733333333,62701669,1,62702998,0.9
62701659,0.8,62701666,1,62701889,0.8,62701668,1,62701660,0.333333333,62701647,0.533333333,62701870,1,62702999,0.76
62701660,0.642857143,62701667,0.6,62701890,1,62701669,0.8,62701661,0.666666667,62701648,0.666666667,62701871,0.981481481,62703000,1
62701661,0.75,62701668,1,62701891,0.9,62701869,0.4,62701662,0.666666667,62701649,0.733333333,62701872,1,62703001,0.98
62701662,0.6875,62701669,0.8,62701892,0.9,62701870,1,62701663,0.666666667,62701651,0.866666667,62701873,0.990384615,62703002,0.96
62701663,0.785714286,62701869,0.8,62701893,0.9,62701871,1,62701664,0.5,62701652,0.8,62701874,1,62703003,1
62701664,1,62701870,0.8,62701894,0.9,62701872,1,62701665,0.833333333,62701653,0.933333333,62701875,1,62703004,0.92
62701665,0.75,62701871,0.8,62701896,0.8,62701873,1,62701666,0.333333333,62701654,0.733333333,62701877,1,62703007,0.92
62701666,0.75,62701872,0.6,62701897,0.4,62701874,0.6,62701667,0.666666667,62701655,0.8,62701878,0.971866097,62703008,1
62701667,0.9,62701873,1,62701898,0.8,62701875,1,62701668,0.833333333,62701656,0.8,62701879,0.990384615,62703009,1
62701668,0.928571429,62701874,1,62701899,0.5,62701877,0.6,62701669,1,62701658,0.666666667,62701880,1,62703010,0.98
62701669,0.615384615,62701875,0.8,62701900,0.9,62701878,0.6,62701869,0.666666667,62701659,0.733333333,62701881,0.990384615,62703011,0.96
62701869,0.714285714,62701877,0.8,62701901,0.6,62701879,1,62701870,0.5,62701660,0.866666667,62701882,0.990384615,62703012,0.94
62701870,0.875,62701878,0.8,62701902,1,62701880,1,62701871,0.5,62701661,0.733333333,62701883,1,62703014,0.96
62701871,0.818181818,62701879,1,62701903,0.7,62701881,0.8,62701872,0.5,62701662,0.733333333,62701884,1,62703015,0.94
62701872,1,62701880,0.4,62701904,1,62701882,1,62701873,1,62701663,0.866666667,62701885,1,62703016,0.98
62701873,1,62701881,1,62701906,1,62701883,0.8,62701874,0.666666667,62701664,0.466666667,62701886,1,62703017,0.96
62701874,0.888888889,62701882,0.6,62701907,0.6,62701884,1,62701875,0.666666667,62701665,0.733333333,62701887,1,62703018,1
62701875,1,62701883,0.8,62701908,0.9,62701885,1,62701877,0.333333333,62701666,0.8,62701888,0.981481481,62703538,1
62701877,0.8,62701884,0.6,62701909,0.9,62701886,1,62701878,0.5,62701667,0.6,62701889,1,62703539,0.94
62701878,0.535714286,62701885,0.8,62701910,0.7,62701887,1,62701879,0.666666667,62701668,0.666666667,62701890,1,62703540,0.98
62701879,1,62701886,0.8,62701911,0.8,62701888,1,62701880,0.5,62701669,0.533333333,62701891,1,62703542,0.98
62701880,0.692307692,62701887,1,62701912,0.8,62701889,0.6,62701881,0,62701869,0.666666667,62701892,0.973214286,62703545,1
62701881,0.8,62701888,0.8,62701913,0.9,62701890,1,62701882,0.833333333,62701870,0.866666667,62701893,0.977226721,62703546,1
62701882,0.75,62701889,0.6,62701914,0.9,62701891,1,62701883,0.5,62701871,1,62701894,1,62703547,0.98
62701883,0.6875,62701890,1,62701916,0.8,62701892,1,62701884,0.666666667,62701872,0.8,62701896,1,62703548,0.92
62701884,0.916666667,62701891,1,62701917,0.7,62701893,1,62701885,0.666666667,62701873,0.733333333,62701897,0.990384615,62703549,0.78
62701885,0.923076923,62701892,0.8,62701918,0.7,62701894,1,62701886,0.666666667,62701874,0.666666667,62701898,1,62703550,0.96
62701886,1,62701893,0.2,62701919,1,62701896,0.8,62701887,0.833333333,62701875,0.866666667,62701899,1,62703551,0.94
62701887,0.6875,62701894,0.6,62701920,0.7,62701897,1,62701888,0.5,62701877,0.733333333,62701901,1,62703552,0.94
62701888,0.785714286,62701896,0.6,62701921,0.5,62701898,1,62701889,0.333333333,62701878,0.866666667,62701902,0.990384615,62703553,0.96
62701889,0.666666667,62701897,0.8,62701923,0.7,62701899,0.6,62701890,0.666666667,62701879,0.6,62701903,1,62703555,1
62701890,1,62701898,0.6,62702969,0.6,62701900,0.8,62701891,0.666666667,62701880,0.866666667,62701904,1,62703556,0.98
62701891,0.9375,62701899,0.8,62702970,0.9,62701901,0.4,62701892,0.666666667,62701881,0.933333333,62701906,0.980769231,62703557,0.9
62701892,0.705882353,62701900,0.8,62702971,0.6,62701902,1,62701893,0.666666667,62701882,0.8,62701907,1,62703558,0.96
62701893,0.857142857,62701901,0.4,62702972,0.7,62701903,0.6,62701894,0.833333333,62701883,0.6,62701908,1,62703559,0.96
62701894,1,62701902,0.8,62702973,1,62701904,1,62701896,0.333333333,62701884,0.866666667,62701909,1,62703561,0.96
62701896,0.7,62701903,0.6,62702975,1,62701906,0.8,62701897,0.666666667,62701885,0.866666667,62701910,0.963598901,62703562,0.96
62701897,0.818181818,62701904,0.8,62702976,0.7,62701907,0.8,62701898,0.5,62701886,0.733333333,62701911,1,62703564,1
62701898,0.666666667,62701906,0.8,62702978,0.7,62701908,1,62701899,0.5,62701887,0.866666667,62701912,1,62703565,0.98
62701899,0.846153846,62701907,1,62702979,0.9,62701909,1,62701900,0.833333333,62701888,0.666666667,62701913,1,62703566,0.64
62701900,0.75,62701908,0.2,62702980,0.5,62701910,1,62701901,0.833333333,62701889,0.733333333,62701914,1,62703567,0.56
62701901,0.6875,62701909,1,62702981,1,62701911,0.8,62701902,0.833333333,62701890,0.866666667,62701916,0.981481481,62703568,1
62701902,0.933333333,62701910,0.8,62702982,0.6,62701912,0.2,62701903,0.666666667,62701891,0.8,62701918,1,62703569,0.84
62701903,0.846153846,62701911,0.8,62702984,0.6,62701913,0.8,62701904,0.5,62701892,0.866666667,62701919,0.990384615,62703572,0.98
62701904,0.857142857,62701912,0.6,62702985,1,62701914,0.6,62701906,0.833333333,62701893,1,62701920,0.859798337,62703573,0.96
62701906,0.75,62701913,1,62702987,1,62701916,1,62701907,0.666666667,62701894,0.8,62701921,0.980769231,62703574,1
62701907,0.769230769,62701914,0.8,62702988,0.8,62701917,1,62701908,0.833333333,62701896,0.6,62701923,1,62703575,1
62701908,0.923076923,62701916,1,62702989,0.7,62701918,0.8,62701909,0.5,62701897,0.466666667,62701924,0.923076923,62703576,0.9
62701909,0.733333333,62701917,1,62702990,0.7,62701919,0.6,62701910,0.833333333,62701898,0.8,62702969,1,62703577,0.94
62701910,0.642857143,62701918,0.8,62702991,0.7,62701920,0.8,62701911,0.5,62701899,0.666666667,62702970,0.981481481,62703578,0.98
62701911,0.785714286,62701919,0.8,62702992,1,62701921,0.6,62701912,0.333333333,62701900,0.733333333,62702971,0.981481481,62703579,0.94
